中文單位名稱,英文單位名稱,郵遞區號,地址,電話,POINT_X,POINT_Y
源泉派出所,Yuancyuan Police Station,530,彰化縣二水鄉倡和村員集路1段410之1號,04 8792374,214899.12,2632975.72
雲林縣警察局,Yunlin County Police Bureau,640,雲林縣斗六市大學路3段100號,05 5338502,202675.331,2621572.23
北港分局,Beigang Precinct ,651,雲林縣北港鎮文仁路12號,05 7832015,179001.784,2608693.47
金湖派出所,Jinhu Police Station ,653,雲林縣口湖鄉三民路1號,05 7971081,162979.556,2608233.326
宏仁派出所,Hongren Police Station ,652,雲林縣水林鄉宏仁路77號,05 7851885,172264.9483,2611667.155
蔦松派出所,Niaosong Police Station,652,雲林縣水林鄉蔦松路200-1號,05 7841891,171154.252,2601277.457
土厝派出所,Tucuo Police Station,652,雲林縣水林鄉土厝村17鄰大庄46號,05 7852884,175319.566,2607501.611
下崙派出所,Sialun Police Station,653,雲林縣口湖鄉中山路59號,05 7991084,164738.318,2612928.006
椬梧派出所,Yiwu Police Station,653,雲林縣口湖鄉光明路124號,05 7907180,167196.273,2604990.894
水林分駐所,Shueilin Police Station,652,雲林縣水林鄉水林路60號,05 7853541,172808.5564,2607887.994
口湖分駐所,Kouhu Police Station,653,雲林縣口湖鄉中正路1段280號,05 7892014,166382.536,2609339.454
好收派出所,Haoshou Police Station ,651,雲林縣北港鎮好收路23號,05 7922194,176444.2965,2610879.768
北辰派出所,Beichen Police Station,651,雲林縣北港鎮華勝路399號,05 7834082,178457.627,2609104.222
北港派出所,Beigang Police Station ,651,雲林縣北港鎮義民路49號,05 7832064,178760.443,2607352.234
臺西分局,Taisi Precinct,636,雲林縣台西鄉中山路108號,05 6982041,168370.636,2622105.488
臺西派出所,Taisi Police Station,636,雲林縣台西鄉中山路108號,05 6982244,168364.1694,2622099.022
崙豐派出所,Lunfeng Police Station,636,雲林縣台西鄉崙豐路194號,05 6901560,169781.15,2624537.579
安南派出所,Annan  Police Station,635,雲林縣東勢鄉安南路106號,05 6991514,173496.704,2622467.316
飛沙派出所,Feisha Police Station,653,雲林縣四湖鄉內湖村11鄰頂桂山110號,05 7723235,166429.6413,2615129.505
林厝派出所,Lincuo Police Station,653,雲林縣四湖鄉中華路25號,05 7721265,166177.226,2618913.111
三崙派出所,Sanlun Police Station,653,雲林縣四湖鄉中山路54號,05 7721270,164031.082,2616797.784
東勢分駐所,Dongshih Police Station,635,雲林縣東勢鄉東勢東路83號,05 6991032,174045.137,2619260.663
麥寮分駐所,Mailiao Police Station,638,雲林縣麥寮鄉中山路208號,05 6932030,174137.763,2627395.329
四湖分駐所,Sihhu Police Station,654,雲林縣四湖鄉中山西路205號,05 7872031,170405.84,2615075.479
橋頭派出所,Ciaotou Police Station,638,雲林縣麥寮鄉仁德路234號,05 6911007,176069.098,2632739.807
斗南分局,Dounan Precinct,630,雲林縣斗南鎮文昌路500號,05 5972005,196151.13,2619629.92
四維派出所,Sihwei police Station,630,雲林縣斗南鎮中和路77號,05 5973554,197136.58,2615428.55
新崙派出所,Sinlun police Station,630,雲林縣斗南鎮埤麻里6鄰新厝67號,05 5973524,193876.63,2619545.86
東和派出所,Donghe Police Station,646,雲林縣古坑鄉文化路137號,05 5260642,205917.51,2620138.39
華山派出所,Huashan Police Station,646,雲林縣古坑鄉華山路50號,05 5901317,208641.6096,2610285.85
樟湖派出所,Jhanghu Police Station,646,雲林縣古坑鄉樟湖村2鄰樟湖14號,05 5811151,213487.3576,2612647.033
怡美派出所,Yimei Police Station,631,雲林縣大埤鄉怡美路56號,05 5912060,189248.24,2615028.24
建國派出所,Jingguo Police Station,630,雲林縣斗南鎮阿丹里6鄰阿丹1號,05 5973724,199769.2708,2616715.613
新光派出所,Singuang Police Station,630,雲林縣斗南鎮延平路1段222號,05 5972540,196933.91,2620886.43
草嶺派出所,Caoling Police Station,646,雲林縣古坑鄉草嶺村7鄰草嶺38號,05 5831009,218735.12,2609013.95
永光派出所,Yongguang Police Station,646,雲林縣古坑鄉光昌路58號,05 5821354,204488.21,2613494.88
大埤分駐所,Dapi Police Station,631,雲林縣大埤鄉中山路102號,05 5912040,191716.18,2615950.88
古坑分駐所,Gukeng Police Station,646,雲林縣古坑鄉中山路393之1號,05 5821324,205085.25,2616823.5
斗南派出所,Dounan Police Station,630,雲林縣斗南鎮文昌路500號,05 5972047,196151.13,2619629.92
斗六分局,Douliou Precinct,640,雲林縣斗六市中山路88號,05 5322598,203131.93,2622737.87
溝埧派出所,Gouba Police Station,640,雲林縣斗六市仁義路89之16號,05 5220334,202866.6641,2619155.606
梅林派出所,Meilim Police Station,640,雲林縣斗六市梅林路392號,05 5572493,209010.82,2622180.73
長安派出所,Changan Police Station,640,雲林縣斗六市長安西路2號,05 5517650,202472.7,2625650.02
饒平派出所,Raoping Police Station,647,雲林縣莿桐鄉饒平路179號,05 5842034,200986.99,2630699.62
重興派出所,Chongsing Police Station,643,雲林縣林內鄉重興村16鄰重興70號,05 5892514,206946.61,2629397.3
長平派出所,Changping Police Station,640,雲林縣斗六市長平路17號,05 5327649,199478.3,2622200.08
莿桐分駐所,Cihtong Police Station,647,雲林縣莿桐鄉中山路170號,05 5842025,199036.67,2628455.19
林內分駐所,Linnei Police Station,643,雲林縣林內鄉中山路1號,05 5892404,210908.9792,2628307.018
榴中派出所,Lioujhong Police Station,640,雲林縣斗六市石榴路81號,05 5573651,207499.1,2624380.59
公正派出所,Gongjheng Police Station,640,雲林縣斗六市大學路1段637號,05 5323180,204529.59,2622199.14
斗六派出所,Douliou Police Station,640,雲林縣斗六市忠孝里文化號36號,05 5322130,203649.85,2623075.569
西螺分局,Siluo Precinct,648,雲林縣西螺鎮公正路213號,05 5862301,195148.78,2633070.39
和心派出所,Hesin Police Station,648,雲林縣西螺鎮埔心路146號,05 5862544,193144.03,2632839.67
吳厝派出所,Wutso Police Station,648,雲林縣西螺鎮吳厝里3鄰吳庴51號,05 5862484,191163.0037,2626871.881
永定派出所,Yongding Police Station,649,雲林縣二崙鄉永定路372號,05 5982604,190564.41,2632642.63
豐榮派出所,Fongrong Police Station,637,雲林縣崙背鄉豐榮村1鄰豐榮2號,05 6552159,179959.7442,2632249.719
埤源派出所,Beiyuan Police Station,648,雲林縣西螺鎮埤頭里10鄰埤頭75號,05 5862384,196704.71,2630165.93
崙背分駐所,Lunbei Police Station,637,雲林縣崙背鄉民權路114號,05 6962016,184276.771,2628847.269
二崙分駐所,Erlun Police Station,649,雲林縣二崙鄉中興路3號,05 5982595,190183.6922,2629748.922
油車派出所,Youche Police Station,649,雲林縣二崙鄉文化路8號,05 5982334,187857.96,2632479.97
西螺派出所,Siluo Police Station,648,雲林縣西螺鎮公正路213號,05 5862014,195148.78,2633070.39
虎尾分局,Huwei Precinct,632,雲林縣虎尾鎮光復路151號,05 6331771,193445.46,2622914.18
惠來派出所,Hueilai Police Station,632,雲林縣虎尾鎮惠來路100號,05 6222065,197851.25,2624972.24
埒內派出所,Lenei Police Station,632,雲林縣虎尾鎮埒內里5鄰埒內45號,05 6221995,193553.8509,2624381.123
大屯派出所,Dongtun Police Station,632,雲林縣虎尾鎮大屯路143號,05 6651474,187569.5634,2622232.302
鹿寮派出所,LuliaoPolice Station ,655,雲林縣元長鄉中央路19號,05 7983725,184736.993,2615257.826
龍岩派出所,Longyan Police Station,634,雲林縣褒忠鄉中新路1號,05 6972544,179654.603,2624166.093
客厝派出所,Kecuo Police Station,655,雲林縣元長鄉客厝村7鄰客庴63號,05 7882764,182375,2614107
褒忠分駐所,Baojhong Police Station,634,雲林縣褒忠鄉中正路274號,05 6972040,179688.837,2621380.725
土庫分駐所,Tuku Police Station,633,雲林縣土庫鎮中山路245號,05 6622514,187983.151,2619434.81
元長分駐所,Yuanchang Police Station,655,雲林縣元長鄉中山路124之2號,05 7882009,179917.196,2616907.753
馬光派出所,Maguang  Police Station,633,雲林縣土庫鎮馬光路64號,05 6652364,184404.685,2622596.002
虎尾派出所,Huwei Police Station,632,雲林縣虎尾鎮光復路151號,05 6322118,193445.46,2622914.18
嘉義縣警察局,Chiayi County Police Bureau,612,嘉義縣太保市祥和一路東段3號,05 3620237,177963.63,2595243.19
中埔分局,Jhongpu Precinct,606,嘉義縣中埔鄉中埔村中正路66號,05 2531013,201337.12,2591393.5
中埔派出所,Jhongpu Police Station,606,嘉義縣中埔鄉中埔村中正路66號,05 2531203,201337.12,2591393.5
東興派出所,Dungsing Police Station,606,嘉義縣中埔鄉東興村凍子腳17號,05 2532050,203459.0318,2584229.415
觸口派出所,Chukou Police Station,602,嘉義縣番路鄉觸口村觸口147號,05 2591358,209247.91,2593028.18
公田派出所,Guantian Police Station,602,嘉義縣番路鄉公田村隙頂100號,05 2586114,214436,2590647
頂六派出所,Dingliu Police Station,606,嘉義縣中埔鄉富收村頂中下街60號,05 2393984,198012.66,2594015.87
同仁派出所,Tongren Police Station,606,嘉義縣中埔鄉同仁村同仁99號,05 2531201,200194.58,2589267.74
義仁派出所,Yiren Police Station,606,嘉義縣中埔鄉隆興村汴頭11號,05 2531202,202294.91,2593172.01
大埔分駐所,Dapu Station,607,嘉義縣大埔鄉大埔村大埔134號,05 2521034,208530.6575,2577476.185
番路分駐所,Fanlu Station,602,嘉義縣番路鄉下坑村菜公店27號,05 2591212,204512.7,2595775.63
三和派出所,Sanhe Police Station,606,嘉義縣中埔鄉和興村中華路827號,05 2309091,194734.31,2594135.02
布袋分局,Budai Precint,625,嘉義縣布袋鎮光復里自由路3號,05 3472574,164807.976,2586452.113
新店派出所,Sindian Police Station,624,嘉義縣義竹鄉新店村1號,05 3426104,167959.7678,2581856.38
過路派出所,Guolu police Station ,624,嘉義縣義竹鄉西過村過路子301號,05 3436575,168860.19,2578334.16
光榮派出所,Guangrong Police Station ,624,嘉義縣義竹鄉東光村東後寮7號,05 3411223,173039,2586277.5
義竹分駐所,Yijhu Police station ,624,嘉義縣義竹鄉仁里村義竹359之5號,05 3412009,172217.989,2581660.069
新塭派出所,Sinwun  Police  Station,625,嘉義縣布袋鎮新塭293號,05 3431154,164042.269,2580857.439
景山派出所,Jingshan Police Station ,625,嘉義縣布袋鎮東港里埔仔庴33號,05 3472607,166945.87,2585906.509
過溝派出所,Guogou Police Station,625,嘉義縣布袋鎮中安里過溝中厝110號,05 3451064,165968.37,2590546.799
布袋派出所,Budai Police Station ,625,嘉義縣布袋鎮光復里自由路3號1樓,05 3472047,164796.3048,2586445.946
朴子分局,Puzih Precinet,613,嘉義縣朴子市光復路33號,05 3793584,173009.05,2595967.68
朴子派出所,Puzih Police Station,613,嘉義縣朴子市光復路33號,05 3792014,173009.05,2595967.68
雙溪派出所,Shuangsi  Police  Station,613,嘉義縣朴子市雙溪口145號,05 3794553,176299.47,2597974.07
松梅派出所,songmei  police  station,613,嘉義縣朴子市梅華里牛挑灣108號,05 3691572,173918.77,2589863.36
六美派出所,Lioumei  police  station,615,嘉義縣六腳鄉港尾寮28號,05 3802244,177389.31,2603218.48
北美派出所,Beimei  Police  Station,615,嘉義縣六腳鄉崙陽村崙子183號,05 7811105,178869.32,2606416.16
永竹派出所,Yongjhu  Police  Station,615,嘉義縣六腳鄉竹子腳9之26號,05 3780845,174975.54,2602929.18
六家派出所,Lioujia  Police  Station,615,嘉義縣六腳鄉六腳村5號,05 3780843,173825.22,2600508.23
六腳分駐所,Lioujiao  Police  Station,615,嘉義縣六腳鄉蒜頭村75號,05 3802008,177650.5,2599046.26
龍崗派出所,Longgang  Police  Station,614,嘉義縣東石鄉栗子崙62號,05 3451740,167320.95,2592372.299
下楫派出所,Siayi  Police  Station,614,嘉義縣東石鄉下楫子寮137號,05 3601849,163355.769,2595363.35
三江派出所,Shuangsi  Police  Station,614,嘉義縣東石鄉三塊厝1號,05 3732501,165513.91,2596887.939
東石分駐所,Dongshih  Police  Station,614,嘉義縣東石鄉東石村36號,05 3732240,163175.679,2594976.879
竹村派出所,Jhucun  Police  Station,613,嘉義縣朴子市竹村里鴨母寮14之6號,05 3693219,173051.709,2592450.759
大鄉派出所,Dasiang  Police  Station,613,嘉義縣朴子市大鄉里大槺榔223號,05 3792091,174646.1,2595363.95
港墘派出所,Gangcian  Police  Station,614,嘉義縣東石鄉港墘厝91號,05 3793564,166310.959,2598311.029
水上分局,Shueishang Precinct,608,嘉義縣水上鄉水頭村中興路528號,05 2682025,188606.31,2592285.51
成功派出所,Chengong Police  Station,608,嘉義縣水上鄉三界埔156號,05 2392064,196366.39,2592280.799
新埤派出所,SinPi  Police  Station,612,嘉義縣太保市舊埤里新埤9號,05 3612280,181857.77,2598798.88
後堀派出所,Houjyue Police Station,611,嘉義縣鹿草鄉後堀61號,05 3752444,182790.95,2589275.16
下潭派出所,Siatan  Police  Station,611,嘉義縣鹿草鄉下潭152號,05 3651303,177122.98,2586082.79
中莊派出所,Jhongjhuang Police Station,608,嘉義縣水上鄉中庄村66號,05 2890654,192562.72,2591036.759
南新派出所,Nansin Police Station,612,嘉義縣太保市北港路2段50號,05 2373022,187003.17,2599412.47
柳林派出所,Lioulin Police.station,608,嘉義縣水上鄉柳鄉村柳子林119號,05 2682515,190495.82,2592928.92
南靖派出所,Nanjing Police Station,608,嘉義縣水上鄉三鎮村三鎮路51號,05 2682364,187287.01,2590330.65
水上派出所,Shuishang  Police  Station,608,嘉義縣水上鄉水上村中山路2段291號,05 2682264,188419.12,2592315.96
太保分駐所,Taibao  Police Station,612,嘉義縣太保市太保里23號,05 3711555,181739.03,2594741.1
鹿草分駐所,Lucao Police Station,611,嘉義縣鹿草鄉長壽路242號,05 3752302,179306.69,2590071.049
民雄分局,Minsyong  Precinct,621,嘉義縣民雄鄉東榮村民族路21號,05 2262014,191844.01,2605866.24
民雄派出所,Minsyong  Police  Station,621,嘉義縣民雄鄉東榮村民族路21號,05 2262192,191844.01,2605866.24
豐收派出所,Fongshou  PoliceStation,621,嘉義縣民雄鄉豐收村好收路48號,05 2262732,193828,2606690
菁埔派出所,Jingpu Police Stationt,621,嘉義縣民雄鄉菁埔村菁埔138號,05 2263510,188607.87,2606041.6
溝背派出所,Goubei Police Station,622,嘉義縣大林鎮義和里三塊厝2號,05 2952902,197700.7,2612362.4
柳溝派出所,Liougou Police Station,623,嘉義縣溪口鄉柳溝村阿連庄7號,05 2691182,191190.4,2609721.06
安和派出所,Anhe  Police Station,616,嘉義縣新港鄉安和村16鄰番婆16號,05 3772104,180032.57,2601374.6
南港派出所,Nangang  Police  Station   ,616,嘉義縣新港鄉南港村南港1號,05 7811618,180358.3,2606559.84
月眉派出所,Yuemei  Police  Station,616,嘉義縣新港鄉月潭村月眉潭204號,05 3772524,183815.55,2602302.6
北斗派出所,Beidou Police Station,621,嘉義縣民雄鄉北斗村北勢子17號,05 2213731,194562.99,2603527.37
民興派出所,Minsing Police Station,621,嘉義縣民雄鄉興中村江厝店10號,05 2213735,190841.88,2602634.15
大美派出所,Damei Police Station,622,嘉義縣大林鎮大美里大埔美1號,05 2952905,199470.27,2611073.41
新港分駐所,SingangPoliceStation,616,嘉義縣新港鄉大興村中正路47號,05 3742009,183272.81,2606074.25
溪口分駐所,pitou police station,623,嘉義縣溪口鄉溪東村中正路142號,05 2691009,188368.54,2611337.65
大林分駐所,Dalin Police Station,622,嘉義縣大林鎮中山路86之2號,05 2652850,194400.17,2611165.92
埤頭派出所,Pitou Police Station,616,嘉義縣新港鄉埤子村埤仔頭32號,05 3760853,185235.3,2609405.9
竹崎分局,Jhuci Precinct,604,嘉義縣竹崎鄉竹崎村中山路72號,05 2611089,204134.17,2602274.11
竹崎派出所,Jhuci Police Station,604,嘉義縣竹崎鄉竹崎村中山路72號,05 2611336,204134.17,2602274.11
仁和派出所,Jenhe Police Station,604,嘉義縣竹崎鄉獅埜村1鄰東義8號,05 2110056,198021.72,2601080.42
龍山派出所,Longshan Police Station,604,嘉義縣竹崎鄉龍山村瓦厝埔5號,05 2611256,206711.37,2601721.2
復金派出所,Fujin Police Station,604,嘉義縣竹崎鄉復鐤金52號,05 2611254,218250.06,2595717.419
仁壽派出所,Jenshou Police Station,604,嘉義縣竹崎鄉仁壽村2鄰交力坪30號,05 2501454,213606.65,2603198.37
中和派出所,Jhonghe Police Station,604,嘉義縣竹崎鄉中和村奮起湖2鄰24號,05 2561054,219037.8,2599916.9
太平派出所,Taiping Police Station,603,嘉義縣梅山鄉太平村大坪42號,05 2571202,209468.3643,2606452.889
瑞里派出所,Rueili Police Station,603,嘉義縣梅山鄉瑞里村幼葉林120號,05 2501041,215773.03,2604136.01
新美派出所,Sinmei Police Station,605,嘉義縣阿里山鄉新美村新美56號,05 2513079,217670.47,2581663.83
太和派出所,Taihe Police Station,603,嘉義縣梅山鄉太和村蛤里味24號,05 2661055,221544.3,2603395.75
山美派出所,Shanmei Police Station,605,嘉義縣阿里山鄉山美村山美57號,05 2586154,216089.73,2586808.36
大南派出所,Danan Police Station,603,嘉義縣梅山鄉大南村南勢坑48號,05 2621412,204231.05,2605599.78
里佳派出所,Lijia Police Station,605,嘉義縣阿里山鄉里佳村里佳50號,05 2511124,221466.7737,2589215.905
阿里山派出所,Alishan Police Station,605,嘉義縣阿里山鄉中正村東阿里山62號,05 2679975,230774.32,2601127.85
來吉派出所,Leye Police Station,605,嘉義縣阿里山鄉來吉村來吉4鄰95號,05 2661185,223458.06,2602941.23
內埔派出所,Napu Police Station,604,嘉義縣竹崎鄉內埔村元興路112號,05 2541040,204991.67,2598057.56
樂野分駐所,Laiji  Station,605,嘉義縣竹崎鄉石棹22之6號,05 2561325,219186.799,2596705.79
鹿滿派出所,Luman Police Station,604,嘉義縣竹崎鄉鹿滿村鹿鳴路56號,05 2611255,202228.91,2599492.12
達邦分駐所,Dabun Police Station,605,嘉義縣阿里山鄉達邦村達邦25號,05 2511006,224352.97,2594592.64
十字派出所,Shijhou Police Station,605,嘉義縣阿里山鄉十字村1鄰28號,05 2511223,224847.35,2598707.58
梅山分駐所,Meishani  Station,603,嘉義縣梅山鄉梅東村中山路68號,05 2621003,204989.49,2608747.55
嘉義市政府警察局,Chiayi City Police Bureau,600,嘉義市中山路195號,05 2220671,194287.4179,2597698.357
第一分局,First Precinct,600,嘉義市北港路280號,05 2348006,191944.3046,2597492.586
北鎮派出所,Beijhen Police Station,600,嘉義市北港路280號,05 2322732,191944.3046,2597492.586
長榮派出所,Changrong Police Station,600,嘉義市中山路567號,05 2222206,193113.7937,2597454.787
竹園派出所,Jhuyuan Police Station,600,嘉義市博愛路2段455號,05 2356144,192006.8218,2596768.066
八掌派出所,Bajhang Police Station,600,嘉義市世賢路3段451號,05 2867110,192556.5986,2595535.893
北興派出所,Beising Police Station,600,嘉義市博愛路1段506號,05 2321294,193029.4919,2598106.294
第二分局,Second Precinct,600,嘉義市東區吳鳳南路367號,05 2254393,194399.5903,2595757.686
興安派出所,Sing-an Police Station,600,嘉義市吳鳳南路367號,05 2224593,194399.5903,2595757.686
長竹派出所,Changjhu Police Station,600,嘉義市民權東路34號,05 2770641,196954.9867,2597821.374
新南派出所,Sinnan Police Station,600,嘉義市吳鳳南路75號,05 2222731,194257.8808,2596644.179
後湖派出所,Houhu Police Station,600,嘉義市忠孝路537號,05 2762726,193877.9004,2599595.869
公園派出所,Gongyuan Police Station,600,嘉義市中山路2號,05 2783141,195156.2613,2597851.237
北門派出所,Beimen Police Station,600,嘉義市民權路268號,05 2782727,194031.6206,2597855.479
南門派出所,Nanmen Police Station,600,嘉義市民族路230號,05 2222725,194371.2556,2597178.646
臺南市政府警察局,Tainan City Police Department,730,臺南市新營區中正路3號,06 6322210,180046.287,2578268.162
第一分局,1st Precinct,701,臺南市東區崇善路740號,06 2684867,171271.0212,2540784.659
德高派出所,De-Gau Police Station,701,臺南市東區崇善路740號,06 2693405,171271.0212,2540784.659
文化派出所,Wen-Hua Police Station,701,臺南市東區崇明路384號,06 2907243,170142.0127,2541839.796
莊敬派出所,Juang-Jing Police Station,701,臺南市東區東光路2段66號,06 2385398,171234.6322,2544148.861
東門派出所,Dung-Men Police Station,701,臺南市東區崇善路55號,06 2690098,170194.9013,2542514.285
東寧派出所,Dung-Ning Police Station,701,臺南市東區林森路2段250號,06 2375433,170458.6363,2543579.406
府東派出所,Fu-Dung Police Station,701,臺南市東區裕孝路136號,06 3316119,172396.0613,2542903.721
後甲派出所,Hou-Jia Police Station,701,臺南市東區富農街1段267號,06-2676364,171620.8792,2542802.665
第二分局,2nd Precinct,700,臺南市中西區南寧街144號,06 2139070,168031.4183,2542884.164
南門派出所,Nanmem Police Station,700,臺南市中西區南寧街144號,06 2148283,168031.4183,2542884.164
民權派出所,Minquan Police Station,700,臺南市中西區民權路2段202號,06 2223002,168158.4056,2544017.343
博愛派出所,Boai Police Station,700,臺南市中西區北門路1段103號,06 2287553,169166.4891,2543677.362
海安派出所,Haian Police Station,700,臺南市中西區民生路二段273號,06 2290153,167193.81,2544123.65
長樂派出所,Changle Police Station,700,臺南市中西區藥王里民權路3段230號,06 2222422,167366.54,2544299.609
中正派出所,Jhongjheng Police Station,700,臺南市中西區中正路347號,06 2410135,167369.3854,2543776.392
第三分局,3rd Precinct,709,臺南市安南區安中路3段396號,06 2567666,165445.8706,2550032.171
安南派出所,Anan Police  Station,709,臺南市安南區安中路3段396號,06 2567910,165445.8706,2550032.171
安中派出所,Anzhong Police Station,709,臺南市安南區安中路1段788號,06 2467808,167552.2368,2549309.818
顯宮派出所,Xiangong Police Station,709,臺南市安南區媽祖宮路50號,06 2841320,160823.6241,2548982.704
安佃派出所,Andian Police Station,709,臺南市安南區海佃路4段496號,06 2872960,165337.57,2551657.13
長安派出所,Changan Police Station,709,臺南市安南區長溪路3段313號,06 2569531,167736.059,2551885.575
土城派出所,Tucheng Police Station,709,臺南市安南區城西街1段40號,06 2577403,160758.8911,2551459.707
海南派出所,Hainan Police Station,709,臺南市安南區郡安路6段135號,06 2588946,166366.25,2547484.609
安順派出所,Anshun Police Station,709,臺南市安南區安西一街17號,06 2562405,169078.64,2547990.87
和順派出所,Heshun Police Station,709,臺南市安南區安和路4段569號,06 3554134,169923.8576,2551422.379
第四分局,4th Precinct ,708,臺南市安平區育平路312號,06 2954116,164772.98,2543895.359
華平派出所,HuaPing Police Station ,708,臺南市安平區建平八街2號,06 2951720,166129.871,2543470.975
安平派出所,Anping Police Station ,708,臺南市安平區安平路27號,06 2252598,164672.3078,2544407.629
育平派出所,Yuping Police Station ,708,臺南市安平區育平路321號,06 2982674,164616.0517,2543677.076
第五分局,5th Precinct,704,臺南市北區文賢路650號,06 2598595,167385.3663,2545617.002
立人派出所,Liren Police Station,704,臺南市北區西門路3段43號,06 2224227,168256.0593,2544692.32
北門派出所,Beimen Police Station,704,臺南市北區北門路2段3號,06 2224230,169183.4358,2544260.629
公園派出所,Gongyuan Police Station,704,臺南市北區文成三路550號,06 2520392,168123.9819,2546301.532
實踐派出所,Shijian Police Station,704,臺南市北區北門路二段628號,06 2827973,169708.13,2545787.41
開元派出所,Kaiyuan Police Station,704,臺南市北區開元路145號,06 2345461,169987.31,2545252.03
和緯派出所,Hewei Police Station,704,臺南市北區文賢路650號,06 2597695,167385.3663,2545617.002
第六分局,6th Precinct,702,臺南市南區中華南路2段241號,06 2640556,166723.8568,2540235.175
喜樹派出所,Sishu Police Station,702,臺南市南區喜樹路151巷1號,06 2622407,165830,2537987.75
鯤鯓派出所,Kunshen Police Station,702,臺南市南區鯤鯓路161號,06 2627306,164798.6,2540312.87
新興派出所,Sinsing Police Station,702,臺南市南區中華西路1段67之1號,06 2611428,166300.9605,2541647.132
金華派出所,Jinhua Police Station,702,臺南市南區金華路2段250號,06 2640007,167116.72,2542448.919
灣裡派出所,Wanli Police Station,702,臺南市南區灣裡路61巷2號,06 2622819,166016.16,2537077.73
鹽埕派出所,Yancheng Police Station,702,臺南市南區中華南路2段241號,06 2651592,166723.8568,2540235.175
大林派出所,Dalin Police Station,702,臺南市南區大同路2段456號,06 2150209,169430.1,2541573.52
新營分局,Xinying Precinct,730,臺南市新營區中山路119號,06 6323297,180213.9456,2578179.683
柳營分駐所,Liuying Ploice Station,736,臺南市柳營區柳營路1段785號,06 6223424,179649.6207,2575063.109
鹽水分駐所,Yanshui Ploice Station,737,臺南市鹽水區武廟路23號,06 6521032,174890.9846,2580007.996
中山路派出所,Zhongshan Rd.Ploice Station,730,臺南市新營區中山路119號,06 6322306,180226.5215,2578187.4
民治派出所,Minzhi  Ploice Station,730,臺南市新營區民治路49號,06 6322164,179753.387,2578824.269
後鎮派出所,Houzhen Ploice Station,730,臺南市新營區建國路110號,06 6328752,179718.6436,2581057.13
華雅派出所,Huaya Ploice Station,737,臺南市鹽水區歡雅里歡雅25號,06 6552307,172453.4579,2576882.082
竹埔派出所,Zhupu Ploice Station,737,臺南市鹽水區竹埔里竹子腳1號,06 6551960,173026.37,2574666.34
太宮派出所,Taigong Ploice Station,730,臺南市新營區太南里太子宮201號,06 6524753,176089.7612,2576981.518
重溪派出所,Chongxi Ploice Station,736,臺南市柳營區篤農里小腳腿229號,06 6231664,185261.69,2576554.78
果毅派出所,Zuoyi Ploice Station,736,臺南市柳營區神農里果毅後296號,06 6231514,185385.35,2572891.31
白河分局,Baihe Precinct,732,臺南市白河區中山路128號,06 6852006,190352.26,2583252.29
白河派出所,Baihe Police Station,732,臺南市白河區中山路128號,06 6852018,190352.26,2583252.29
後壁分駐所,Houbi Police Station,731,臺南市後壁區後壁里後壁4號,06 6872744,184777.5445,2584909.972
東山分駐所,Dongshan Police Station,733,臺南市東山區青葉路二段49號,06 6800024,189126.37,2580253.71
菁寮派出所,Jingliao Police Station,731,臺南市後壁區菁寮里菁寮77號,06 6621401,182027.6722,2586386.858
長安派出所,Jhengan Police Station,731,臺南市後壁區頂長里長短樹4號,06 6622664,181557.063,2585087.076
安溪派出所,Ansi Police Station,731,臺南市後壁區長安里中寮59號,06 6361302,184331.7231,2581212.374
玉豐派出所,Yufong Police Station,732,臺南市白河區玉豐里海豐厝87號,06 6854887,190359.4742,2586352.195
竹門派出所,Jhumen Police Station,732,臺南市白河區竹門里竹子門125號,06 6854324,193251.578,2586055.7
內角派出所,Neijiao Police Station,732,臺南市白河區內角里內角30號,06 6816374,192669.4029,2588412.993
河東派出所,Hedong Police Station,732,臺南市白河區仙草里仙草7之1號,06 6854044,196141.8,2582626.19
仙草派出所,Siancao Police Station,732,臺南市白河區仙草里仙草7之1號,06 6854044,196141.8,2582626.19
關嶺派出所,Guanling Police Station,732,臺南市白河區關嶺里關子嶺14號,06 6822629,199354.51,2581977.919
東河派出所,Donghe Police Station,733,臺南市東山區東河里吉貝耍16號,06 6231630,187154.59,2577045.52
東原派出所,Dongyuan Police Station,733,臺南市東山區東原里前大埔10號,06 6861051,193311.5604,2573754.374
學甲分局,Xuejia Precinct,726,臺南市學甲區華宗路294號,06 7832710,166382.4643,2570009.087
學甲派出所,Xuejia Police Station,726,臺南市學甲區華宗路294號,06 7833208,166378.9915,2570010.981
將軍分駐所,Jiangjun Police Station,725,臺南市將軍區忠嘉里忠興190-2號,06 7942182,163891.95,2566579.48
北門分駐所,Beimen Police Station,727,臺南市北門區北門里舊埕22號,06 7862041,160429.15,2573985.53
苓和派出所,Linghe Police Station,725,臺南市將軍區苓仔寮里苓和100號,06 7942855,164457.429,2568776.799
將富派出所,Jiangfu Police Station,725,臺南市將軍區將富里將富50號,06 7942664,161601.6575,2568432.051
青鯤鯓派出所,Kunshen Police Station,725,臺南市將軍區鯤鯓里鯤鯓95號,06 7920204,156663.89,2565577.85
中浯派出所,Zhongwu Police Station,726,臺南市學甲區中洲里中洲287號,06 7833907,163673.9166,2571634.539
文山派出所,Wenshan Police Station,727,臺南市北門區文山里溪底寮56號,06 7862324,161081.56,2571834.72
