機構狀態,機構名稱,地址縣市別,地址鄉鎮市區,地址街道巷弄號,負責人姓名,負責人性別,電話,是否為健保特約藥局
"開業","邱信安藥局","高雄市","茄萣區","嘉泰里茄萣路２段79號","邱賀泰","男","076900 074","N"
"開業","第一藥局","基隆市","仁愛區","愛三路一二０號三樓","徐吉立","男","0224292288","Y"
"開業","婕登藥局","基隆市","仁愛區","愛三路５３號１、２樓","謝志明","男","24222582","Y"
"開業","何房藥局","基隆市","仁愛區","忠三路八十一號","何泰賢","男","24222978","Y"
"開業","順安藥局","基隆市","仁愛區","仁二路72號","徐登庸","男","24213381","Y"
"開業","佑昌藥局","基隆市","仁愛區","南榮路十七號","何泰泓","男","024293309","Y"
"開業","聯安藥局","基隆市","仁愛區","仁二路二五一號二樓","徐瑞燕","女","24288809","Y"
"開業","永樂藥局","基隆市","仁愛區","忠二路22號","林靜怡","女","02-24214878","Y"
"開業","佑聖藥局","基隆市","仁愛區","仁二路188號","蔣淑珍","女","24201762","Y"
"開業","全昱藥局","基隆市","仁愛區","仁二路１１３號","凌國輝","男","02-2424-1522","Y"
"開業","長安藥師藥局","基隆市","仁愛區","劉銘傳路１０號","謝志烽","男","02-2422-3826","Y"
"開業","威陽藥局","基隆市","仁愛區","孝二路６８號１樓","賴冠聿","男","02-2425-5646","Y"
"開業","東京藥局","基隆市","仁愛區","仁四路15號1樓","蕭如珊","女","02-24214138","Y"
"開業","天康大藥局","基隆市","仁愛區","南榮路149號","林慶豐","男","02-77091122","Y"
"開業","長虹藥師藥局","基隆市","仁愛區","仁三路88號1樓","林佳玲","女","02-24261318","Y"
"開業","祥新藥局","基隆市","仁愛區","忠一路31號1樓","黃國展","男","02-24265551","Y"
"開業","捷登藥局","基隆市","仁愛區","孝三路92號1樓","吳德和","男","","N"
"開業","百福仁愛專業藥局","基隆市","仁愛區","仁四路50號1樓","宋岳東","男","","Y"
"開業","東隆藥局","基隆市","仁愛區","仁二路105號2樓","王東隆","男","","Y"
"開業","中一藥局","基隆市","仁愛區","忠一路四號","張輝煌","男","024225629","N"
"開業","回春藥局","基隆市","仁愛區","仁五路四三號","林頌興","男","024224728","Y"
"開業","大田大藥局","基隆市","仁愛區","仁二路五號","吳孟芳","女","024258762","Y"
"開業","優生藥局","基隆市","信義區","東信路一０二號","黃程魏","男","024655963","N"
"開業","祐康藥局","基隆市","信義區","信一路１１５號１樓","葉瀞雅","女","02-24279521","Y"
"開業","蘋果藥局","基隆市","信義區","東明路９７號","簡麗慧","女","02-2468-5158","Y"
"開業","小不點健保藥局","基隆市","信義區","深溪路126號1樓","陳正豐","男","02-2468-3985","Y"
"開業","元登藥局","基隆市","信義區","深溪路 149號","林素秋","女","02-24663826","Y"
"開業","基隆藥局","基隆市","信義區","東信路166、168號1、2樓","蔡翔宥","男","","Y"
"開業","家安藥師藥局","基隆市","信義區","信二路257、259號1樓","池佩玟","女","02-24223917","Y"
"開業","喬寶藥局","基隆市","中正區","義二路六十六號一樓","王治明","男","02-2420-2827","Y"
"開業","老長生藥局","基隆市","中正區","義二路一九二號","邱淑美","女","024222266","N"
"開業","和平大藥局","基隆市","中正區","中正路７５０號","洪順義","男","24628151","Y"
"開業","家康大藥局","基隆市","中正區","義一路72號1樓","陳緒珍","女","24212412","Y"
"開業","永好藥局","基隆市","中正區","北寧路315號1樓","江素蘭","女","02-24697639","Y"
"開業","艾美藥局","基隆市","中正區","義二路65-1號1樓","許如嵐","女","02-2428-2609","Y"
"開業","文裕藥局","基隆市","中正區","八斗街１０號","陳巧慧","女","02-2469-1239","Y"
"開業","維元社區藥局","基隆市","中正區","新豐街４４８號","張譽耀","男","02-2460-1388","Y"
"開業","天康新豐藥局","基隆市","中正區","新豐街２５１巷４弄９號１樓","蔡懷德","男","02-2469-5358","Y"
"開業","源昌藥局","基隆市","中正區","北寧路384號1樓","黃朝俊","男","","Y"
"開業","八斗子東亞藥局","基隆市","中正區","北寧路378號","趙俊傑","男","02-24698829","Y"
"開業","禎宸藥局","基隆市","中正區","中正路175號1樓","楊博仁","男","02-24620366","Y"
"開業","百福義一藥師藥局","基隆市","中正區","義一路48號1樓","倪至人","男","","Y"
"開業","雙鶴藥局","基隆市","中正區","義一路35號1樓","詹啟帆","男","(02)24263193","N"
"開業","禾新藥局","基隆市","中正區","新豐街205巷7號","簡仲楷","男","","Y"
"開業","義一啄木鳥藥局","基隆市","中正區","義一路111號1、2樓","邱冰瑀","女","","Y"
"開業","躍獅大藥局","基隆市","中正區","新豐街263號","陳建儒","男","","Y"
"開業","百福新豐活力藥局","基隆市","中正區","新豐街405號","田凱文","男","","Y"
"開業","中正藥局","基隆市","中正區","新豐街385號1、2樓","林彣昕","女","02-24690660","Y"
"開業","豐年藥局","基隆市","中正區","正豐街42號1樓","劉孟翰","男","24631098","Y"
"開業","吉安藥局","基隆市","中山區","安一路三十二號","余泰華","男","024260229","Y"
"開業","日星藥局","基隆市","中山區","安一路二十五號","何泰慶","男","24222090","Y"
"開業","中山藥局","基隆市","中山區","中山二路四五號","胡全成","男","024269996","Y"
"開業","錦泰藥局","基隆市","中山區","中山二路四十三號","徐淑芬","女","024228523","Y"
"開業","大慶大藥局","基隆市","中山區","中和路１６８巷３弄２０號","許維甫","男","02-2437-8640","Y"
"開業","寶慷藥局","基隆市","中山區","復興路191號1樓","陳建崑","男","24362338","Y"
"開業","宏海藥局","基隆市","中山區","復興路144號","林令玉","女","02-24373933","Y"
"開業","外木山藥局","基隆市","中山區","復興路328之5號","鄭元芳","女","02-24373636","Y"
"開業","仁登藥局","基隆市","中山區","復興路122號","游閔涵","女","02-24375789","Y"
"開業","大哈密藥局","基隆市","中山區","中山二路5號","陳碧雯","女","","Y"
"開業","百福安一藥局","基隆市","中山區","安一路81號","藍喬怡","女","","Y"
"開業","高登藥局","基隆市","中山區","安一路72號","黃金寶","男","02-24270872","Y"
"開業","復興藥局","基隆市","中山區","復興路128、130、132、134號1、2樓","施翔智","男","02-24362566","Y"
"開業","惠康藥局","基隆市","安樂區","安樂路二段一三五號","劉惠娥","女","024316022","N"
"開業","長春藥局","基隆市","安樂區","基金一路一七四號之二十","李伯良","男","02-24344550、0224344550","Y"
"開業","康美藥局","基隆市","安樂區","基金一路135巷46號1樓","鄭村明","男","34012988","Y"
"開業","立登藥局","基隆市","安樂區","麥金路197號1樓","林育貞","女","02-24334477","Y"
"開業","羅森堡藥局","基隆市","安樂區","安和一街２巷２２號","陳彥佑","男","02-2431-9869","Y"
"開業","宏基藥局","基隆市","安樂區","武嶺街６４號１樓","魏韶宏","男","02-2431-9498","Y"
"開業","基金藥局","基隆市","安樂區","基金一路133-6號1樓","陳俊明","男","","Y"
"開業","榮發藥局","基隆市","安樂區","安一路102號1樓","胡崇信","男","24223696",""
"開業","佑全基隆麥金藥局","基隆市","安樂區","麥金路201號地下一樓之1","張哲誠","男","","Y"
"開業","芸湖藥局","基隆市","安樂區","武嶺街85之1號1樓","馬泫瀛建","男","02934010311","Y"
"開業","陸記藥局","基隆市","暖暖區","源遠路二四一號","陸瑛中","男","0224576712","Y"
"開業","杏福藥局","基隆市","暖暖區","暖暖街一七八號","張明杰","男","024572427","Y"
"開業","柏林藥局","基隆市","暖暖區","暖暖街246巷167號1樓","陳怡穎","女","2459-2277","Y"
"開業","家宏藥局","基隆市","暖暖區","源遠路２８１之２號１樓","章嘉時","男","02-2459-5982、24595982","Y"
"開業","碇內東亞藥師藥局","基隆市","暖暖區","源遠路３１９號１樓","許孃云","女","02-2459-0033","Y"
"開業","宏展藥局","基隆市","暖暖區","源遠路279號","李翊綺","女","24593311","Y"
"開業","福安藥局","基隆市","暖暖區","暖暖街552號","陳思宇","男","","Y"
"開業","安安藥局","基隆市","暖暖區","源遠路168號","吳冠甫","男","02-24585577","Y"
"開業","百福暖暖專業藥局","基隆市","暖暖區","暖暖街189號1樓","施 翔","男","02-24596999","Y"
"開業","合豐藥局","基隆市","七堵區","明德一路一七三號","吳東寶","男","024561378","Y"
"開業","鴻霖藥局","基隆市","七堵區","永富路六一號","蔡進旺","男","24557219","N"
"開業","合康藥局","基隆市","七堵區","開元路八十五號一樓","林上堯","男","24555473","Y"
"開業","鴻辰藥局","基隆市","七堵區","百三街４２號","曹淑芳","女","02-24514485","Y"
"開業","長樂藥局","基隆市","七堵區","明德一路154號","吳立信","男","02-2455-4488","Y"
"開業","百福專業藥師藥局","基隆市","七堵區","自治街13號1樓","張淯淵","男","02-24556688","Y"
"開業","雅登藥局","基隆市","七堵區","福二街200號1樓","謝孟晴","女","","Y"
"開業","正心藥局","基隆市","七堵區","南興路10號1樓","林幸盈","女","02-24563378","Y"
"開業","萊爾富國際股份有限公司第四二九二分公司","新竹市","北區","曲溪里崧嶺路14號、16號、18號1樓","汪林祥","男","03-6590001",""
"開業","靖崴實業有限公司","新竹市","北區","大同里英明街12號5樓","江枚樺","女","",""
"開業","永盛藥局","新竹市","北區","金華里光華二街六號","邱秀珍","女","035325352","Y"
"開業","劉藥局","新竹市","北區","四維路五十一號","劉健明","男","035254321","Y"
"開業","健和藥局","新竹市","北區","大同里大同路178號","張淑珠","女","03-5231734","Y"
"開業","芳鄰藥局","新竹市","北區","水田街一五七號","劉春美","女","035314948","Y"
"開業","保健藥局","新竹市","北區","中山路153號1樓","梁薇君","女","035242088、5242088","Y"
"開業","台呈藥局","新竹市","北區","西大路六一八號一樓","葉琦琪","女","035282932","Y"
"開業","全禾藥局","新竹市","北區","潛園里集和街二十五號","楊華珊","女","035249173","Y"
"開業","新廣德中西藥局","新竹市","北區","民富里延平路一段一六六號","黃華鏞","男","035225386","Y"
"開業","健康藥局","新竹市","北區","延平路一段一六七號","許裕興","男","03-5264697、03-5248484","Y"
"開業","廣元藥局","新竹市","北區","東大路二段180號","陳瑞年","男","03-5317004","Y"
"開業","佑健藥局","新竹市","北區","經國路二段531號1樓","張俊仁","男","","Y"
"開業","欣欣藥局","新竹市","北區","西大路736巷1號","白玲毓","女","5251205、0955128028、5351205、5351205","Y"
"開業","長福藥局","新竹市","北區","經國路2段485號","周維禎","男","5243681","Y"
"開業","保安藥局","新竹市","北區","西大路617號","陳彥圻","男","03-5258636","Y"
"開業","芳里藥局","新竹市","北區","延平路一段214巷2號","沈振嘉","男","5222989","Y"
"開業","均祐健康藥局","新竹市","北區","境福里15鄰中正路389號1樓","李健源","男","5325367","Y"
"開業","健霖藥局","新竹市","北區","中山路275號2樓","黃巧雯","女","03-5250389","Y"
"開業","豐盛藥局","新竹市","北區","光華二街35號","陳瑞瑩","女","03-5335651","Y"
"開業","幼能健保藥局","新竹市","北區","新竹市竹光路108號1樓","鐘幼能","女","","Y"
"開業","閎安專業藥局","新竹市","北區","延平路三段687號1樓","蔡閎蓁","女","03-5368675","Y"
"開業","盛安藥局","新竹市","北區","育英里3鄰中山路281號","楊宗諭","男","","N"
"開業","永沛藥局","新竹市","北區","湳雅街209號","吳宗嶸","男","03-5328563","Y"
"開業","好鄰居健保藥局","新竹市","北區","西門街123號(1樓)","柯惠榕","女","5400538","N"
"開業","悅橙藥局","新竹市","北區","延平路1段161巷43號1樓","洪鴻彬","男","03-5250805","Y"
"開業","合康連鎖藥局湳雅店","新竹市","北區","國華街74號1樓","吳明雄","男","03-5315188","Y"
"開業","佑全新竹光華藥局","新竹市","北區","光華里光華街86之1號1樓及2樓","李素萍","女","03-5311313","Y"
"開業","承康藥局","新竹市","北區","北大路203號1樓","羅伊素","女","03-5212900","Y"
"開業","立新藥師藥局","新竹市","北區","延平路一段245號1樓","鄒淳名","女","03-5228968","Y"
"開業","康立藥局","新竹市","北區","水田街162號1樓","謝佳玓","女","03-5457591","Y"
"開業","四維丁丁藥局","新竹市","北區","四維路19-2號1樓","詹佳瑜","女","03-5251371","Y"
"開業","新竹北門藥局","新竹市","北區","中正路360、362號1樓","彭立堯","男","03-5333234","Y"
"開業","躍獅光華藥局","新竹市","北區","光華東街36-1號1樓","萬育豪","男","03-5331281","Y"
"開業","大樹新竹藥局","新竹市","北區","西大路540、542號1、2樓","周柏鈞","男","03-5250388","Y"
"開業","吉康藥局","新竹市","北區","東大路3段503號1樓","陳佳惠","女","03-5369916","Y"
"開業","仁佑藥局","新竹市","北區","南寮里西濱路一段500號1樓","王勻汝","女","03-5363818","Y"
"開業","仁星藥局","新竹市","北區","西大路856號1樓","劉盈慈","女","03-5313278",""
"開業","正大藥局","新竹市","北區","中正路390號1樓","蔡政華","男","03-5356056",""
"開業","翊安藥局","新竹市","北區","中和路128號1樓","呂逸羚","女","03-5220138",""
"開業","中褔藥局","新竹市","北區","中褔路83號1樓","劉建辰","男","03-5366996",""
"開業","新祥發大藥局","新竹市","香山區","香山里中華路五段42號","呂玉華","女","","Y"
"開業","高晟藥師藥局","新竹市","香山區","大庄路59號","張貴然","女","03-5306645","Y"
"開業","上光藥局","新竹市","香山區","內湖路45號","謝銘輝","男","03-5182195","N"
"開業","健佑藥局","新竹市","香山區","大庄路45巷2、6號","蘇仁濬","男","03-5306555","Y"
"開業","三姓藥局","新竹市","香山區","中華路四段576號1、2樓","曾雅琦","女","035385886","Y"
"開業","金正好藥局","新竹市","香山區","中華路四段512號1樓","林岱瑋","女","03-5388232","Y"
"開業","牛埔丁丁藥局","新竹市","香山區","牛埔東路247號1樓","陳哲甫","男","03-5384612","Y"
"開業","千仟藥局","新竹市","東區","新光路48號","許學課","男","","Y"
"開業","孟德爾頌藥局","新竹市","東區","東大路一段118號1樓","莊栢松","男","","Y"
"開業","得安專業藥師藥局","新竹市","東區","中華路二段652號","張耿銘","男","","Y"
"開業","常春漢方藥局","新竹市","東區","長春街100號","張嘉容","女","",""
"開業","明湖健保藥局","新竹市","東區","明湖路398號","彭煒諭","男","","Y"
"開業","利生藥局","新竹市","東區","武昌街六十七號","傅敏惠","女","035224642","N"
"開業","裕盛西藥行","新竹市","東區","東門里東門街190號","張秋澤","男","035243116","N"
"開業","法瑪士藥品有限公司","新竹市","東區","鐵道路2段8號","李映潔","女","03-5152255",""
"開業","文佳科技股份有限公司","新竹市","東區","金山二十五街90號1樓","林彩玉","女","03-6662050",""
"開業","城佑藥局","新竹市","東區","建中路59-1號","陳雅惠","女","03-5748862","Y"
"開業","合康連鎖藥局光復店","新竹市","東區","光復路1段378號","賴榮芳","男","03-5670111","Y"
"開業","禾心藥局","新竹市","東區","民生路231號1樓","石博文","男","03-5332403","Y"
"開業","合康連鎖藥局","新竹市","東區","中華路2段222號","陳炳奎","男","03-5355767","Y"
"開業","康健藥局","新竹市","東區","中央路128-1號","鄭嘉揚","男","03-5351200","Y"
"開業","芮成藥局","新竹市","東區","北大路92巷59號1樓","楊舒婷","女","03-5320622","Y"
"開業","禾安藥局","新竹市","東區","龍山東路1號2樓","曾如玄","女","03-6662783","N"
"開業","上允藥局","新竹市","東區","光復路1段360-17號1樓","李德衍","女","6687664","Y"
"開業","佑全新竹自由藥局","新竹市","東區","自由路107號1、2樓","邱宛儀","女","03-5428497","Y"
"開業","田美藥局","新竹市","東區","田美三街35之1號1樓","陳世軒","男","03-5350233","Y"
"開業","倫洲藥局","新竹市","東區","食品路97號1樓","陳思琳","女","03-5744088","Y"
"開業","華妤潾藥局","新竹市","東區","龍山東路206號1樓","彭彥彰","男","","Y"
"開業","新莊藥局","新竹市","東區","光復路1段473號1樓","鍾承秀","男","","Y"
"開業","佑全新竹光復藥局","新竹市","東區","仙水里光復路1段353號1樓","鄭沛苡","女","03-6661826","Y"
"開業","合康連鎖藥局關新店","新竹市","東區","關新北路161號1樓","陳士毅","男","03-5679666","Y"
"開業","康妍藥局","新竹市","東區","西大路126號1樓","李佩宜","女","","Y"
"開業","丁丁藥局","新竹市","東區","中華路二段91號","黃英明","男","03-6117888","Y"
"開業","生生藥局","新竹市","東區","中華路二段159號1樓","宋品澤","男","03-5356677","Y"
"開業","合康連鎖藥局食品店","新竹市","東區","食品路140號1樓","何夢婷","女","03-5621111","Y"
"開業","笛卡爾藥局","新竹市","東區","光復路一段360-16號1樓","林 策","男","03-5781616","Y"
"開業","關東藥局","新竹市","東區","光復路1段332、334號1-2樓","丁嬿真","女","03-5777077","Y"
"開業","仁春藥局","新竹市","東區","慈濟路252號1樓","蕭心惠","女","03-6686718","Y"
"開業","佑全新竹食品藥局","新竹市","東區","食品路170 號","翁碧良","女","03-5627307","Y"
"開業","信安藥師藥局","新竹市","東區","南大路842號1樓","陳振源","男","03-5623101","Y"
"開業","興昌藥局","新竹市","東區","中山路三二九號","劉威廷","男","035227418","N"
"開業","中美藥局","新竹市","東區","西大路一０二巷三號一樓","古榮政","男","035283828","Y"
"開業","健成藥局","新竹市","東區","南大路八０二號","楊鏗作","男","035223672","N"
"開業","李藥局","新竹市","東區","長春街三十七號","李聲爐","男","035779177","Y"
"開業","信芳藥局","新竹市","東區","科學園路一三三號","何逸人","男","035780595","Y"
"開業","南門藥局","新竹市","東區","南門街八十二號","蘇釗崇","男","035222665","Y"
"開業","大家藥局","新竹市","東區","武昌街六號一樓","陳彩鳳","女","035234035","Y"
"開業","元安中西藥局","新竹市","東區","竹蓮街一０八號","羅志祥","男","035222372","N"
"開業","聖心藥局","新竹市","東區","食品路二六九號","葉聖華","女","035730778","Y"
"開業","華安中西藥局","新竹市","東區","南大路六四八號","黃華爝","男","035611965","Y"
"開業","益元藥局","新竹市","東區","勝利路一九０號","林萬益","男","035223803","N"
"開業","倫洋藥局","新竹市","東區","建中路38號1樓","李璧瑤","男","035749482、035772831","Y"
"開業","禎太藥師藥局","新竹市","東區","關東里光復路一段二五八號","劉耀祺","男","035772969","N"
"開業","長青藥師藥局","新竹市","東區","民生路一四五號","蘇淑媛","女","5439673","Y"
"開業","百豐藥局","新竹市","東區","振興里振興路75號1樓","吳麗𡓽","女","03-5623522","N"
"開業","長明藥局","新竹市","東區","復中里中央路一七二號二樓","陳安琪","女","5338568、5320541","Y"
"開業","仁美藥局","新竹市","東區","振興里振興路五二號","鄒美枝","女","03-5625398","Y"
"開業","康博中西藥局","新竹市","東區","明湖里明湖路四四六之四號","李亭儀","女","5191010","Y"
"開業","新竹實和藥局","新竹市","東區","中正里中山路二七號","何秀珍","女","03-5227636","Y"
"開業","東海藥局","新竹市","東區","光復路一段213 號1樓","彭素貞","女","5772831","Y"
"開業","康元藥局","新竹市","東區","建功一路五九巷十號","李元雄","男","","Y"
"開業","康田大藥局","新竹市","東區","金山街102號1樓","林駿昇","男","03-5638217","Y"
"開業","安安大藥局","新竹市","東區","金山里光復路一段163巷2號","彭逸青","男","5772655","Y"
"開業","三立藥局","新竹市","東區","新源街100號","蔡佩淳","女","03-5740112","Y"
"開業","法瑪士藥局","新竹市","東區","鐵道路2段8號","江金衛","男","03-5152255","Y"
"開業","新康藥局","新竹市","東區","林森路188號","陳珮瑜","女","5256938","Y"
"開業","國豐大藥局","新竹市","東區","光復路1段362-18號","范智晴","女","03-5779960","Y"
"開業","婷婷藥局","新竹市","東區","明湖路965號","羅仁杰","男","03-5290999","Y"
"開業","博弘藥局","新竹市","東區","南大路387號","朱志浩","男","03-5619470","Y"
"開業","亞太藥局","新竹市","東區","忠孝路300號","林碧珠","女","03-5610615",""
"開業","佑信大藥局","新竹市","東區","光復路一段362-13號","吳純妙","女","6663578","Y"
"開業","新芳鄰藥局","新竹市","東區","南大路402號","林宏彥","男","03-5622183","Y"
"開業","澄清藥局","新竹市","東區","西大路374號1樓","韓澄清","男","5246942","Y"
"開業","哈佛藥局","新竹市","東區","北大路72-1號","賴佑青","男","03-5326777","Y"
"開業","杏康健保特約藥局","新竹市","東區","光復路一段525巷23號1樓","張程詠","女","03-5772966","Y"
"開業","健康小熊藥局","新竹市","東區","西大路142號2樓","李文榮","男","03-5622958","Y"
"開業","大向藥局","嘉義市","西區","新民路636號","林芯儀","男","05-2354605","Y"
"開業","四維啄木鳥藥局","嘉義市","西區","德安路160號","陳怡靜","女","05-2810598","Y"
"開業","大正藥局","嘉義市","西區","書院里民族路702號","楊秉璋","男","","Y"
"開業","興嘉藥局","嘉義市","西區","興業西路370號","蕭竹君","女","05-2841812","Y"
"開業","齊悅藥局","嘉義市","西區","西平里玉山路145號1樓","柳嘉齊","男","","Y"
"開業","安麗藥師藥局","嘉義市","西區","車店里廣州街206號","吳明哲","男","(05)2352395","Y"
"開業","佑安藥局","嘉義市","西區","民權路423號1樓","陳俊樺","男","05-2278298","Y"
"開業","海鴻藥師藥局","嘉義市","西區","民生南路552號","黃勝燦","男","05-2837758","Y"
"開業","明興藥局","嘉義市","西區","仁愛路247號1樓","張齡尹","女","05-2365938",""
"開業","大統藥局","嘉義市","西區","慶安里北興街136號","楊惠甄","女","05-2330230","Y"
"開業","庭一藥局","嘉義市","西區","文化路442號","吳俊良","男","","Y"
"開業","廣泰藥局","嘉義市","西區","仁愛路442號","田百豐","男","052250342","Y"
"開業","平良藥局","嘉義市","西區","致遠里興業西路84號1樓","黃冠藍","男","052279981","Y"
"開業","苰安藥局","嘉義市","西區","竹圍里友愛路236號1樓","林鴻章","男","05-2910585","Y"
"開業","慶昇健保藥局","嘉義市","西區","番社里北榮街217號1樓","蘇愉仁","男","05-2221623","Y"
"開業","仁愛弘安藥局","嘉義市","西區","仁愛路393號1樓","董秋玲","女","05-2249000","Y"
"開業","嚴昔志藥局","嘉義市","西區","新民路785號1樓","黃�慧","女","05-2853991","Y"
"開業","睿安藥局","嘉義市","西區","八德路278號1樓","陳昱妡","女","05-2910678","Y"
"開業","昭安藥局","嘉義市","西區","民生南路479號1樓","葉采瑜","女","05-2842240","Y"
"開業","竹圍藥局","嘉義市","西區","友愛路270、272號","黃馨萱","女","05-2811233","Y"
"開業","聯弘藥局","嘉義市","西區","博愛路二段52號1樓","蘇靖婷","女","05-2331379","Y"
"開業","理維藥局","嘉義市","西區","民生南路409號1樓","吳易珉","男","05-2831110","Y"
"開業","康是美友愛藥局","嘉義市","西區","中興路241號","蕭嘉漫","女","05-2911475",""
"開業","三信和興藥局","嘉義市","西區","民安里中正路６９１號","蘇荏逵","男","0052224629","N"
"開業","保富藥局","嘉義市","西區","青年街１４號","楊舒晴","女","0052365401","Y"
"開業","一安藥局","嘉義市","西區","福民里興業西路３１１號","謝嘉娟","女","0052859275","Y"
"開業","藍藥局","嘉義市","西區","北興街398之1號","藍勝騰","男","05-2338909","N"
"開業","勝成藥局","嘉義市","西區","南京路１２６巷１９號","商錦文","男","0052360247","Y"
"開業","萬樂福新式藥局","嘉義市","西區","玉山路190號","李炎聰","男","052838168","Y"
"開業","益生堂藥局","嘉義市","西區","杭州三街３０號","鄭峰模","男","0052853706","Y"
"開業","中興中西藥局","嘉義市","西區","垂楊路５０１號","何海","男","0052353096","Y"
"開業","健安藥局","嘉義市","西區","民族路６２６號","張志瓊","男","052281219","Y"
"開業","萬泰藥師藥局","嘉義市","西區","民族路四九四號","陳月虹","女","05-2168605","Y"
"開業","博愛藥局","嘉義市","西區","博愛路二段２７７之一號","謝鋒瑞","男","2330292","Y"
"開業","秉原藥局","嘉義市","西區","民族路７００號","楊秉原","男","05-2285812","Y"
"開業","國豐藥局","嘉義市","西區","北興街245之2號1樓","王成偉","男","05-2318473","Y"
"開業","廣元藥局","嘉義市","西區","中正路697號","施宇姿","女","05-2252733","Y"
"開業","徠的安藥師藥局","嘉義市","西區","世賢路一段6鄰549號","黃騰輝","男","05-2330858","Y"
"開業","浩然堂藥品本舖","嘉義市","西區","民生北路235號","田安豐","男","0052225111","N"
"開業","益昇藥局","嘉義市","西區","民生北路３４６號","蘇超麒","男","0052225570","N"
"開業","弘安藥局","嘉義市","西區","文化路２７7號","陳俊男","男","05-2259000","Y"
"開業","興業藥局","嘉義市","西區","福民里興業西路381號","王威喨","男","05-2861880","Y"
"開業","照安藥局","嘉義市","西區","博愛路二段361號","賴幸吟","女","05-2332883","Y"
"開業","宏揚藥局","嘉義市","西區","合江街１２９號","王評五","男","0052326623","N"
"開業","建和藥局","嘉義市","西區","民生南路６２６號","邱健益","男","0052353933","Y"
"開業","泰春藥局","嘉義市","西區","學圃里民生北路６６號","蔡獻章","男","0052224118","Y"
"開業","勝華藥局","嘉義市","西區","垂楊路６２３號","賴志賢","男","0052856642","Y"
"開業","啄木鳥藥局","嘉義市","西區","國華里文化路253號","林小琪","女","052226497","Y"
"開業","逢春藥局","嘉義市","西區","北興街４１７號","柳宜進","男","0052326990","Y"
"開業","全德藥局","嘉義市","西區","福民里興業西路２８９號","阮火旺","男","0052854263","Y"
"開業","友愛藥局","嘉義市","西區","友愛路一七０號","李振明","男","0052330599","Y"
"開業","信康藥局","嘉義市","西區","翠岱里仁愛路226號","張芳榮","男","05-2161680","Y"
"開業","杏安藥局","嘉義市","西區","書院里民族路786號","張凱堯","男","05-2271727","Y"
"開業","利安藥局","嘉義市","西區","社內里中山路344號1樓","王英輝","男","05-2225756","Y"
"開業","安泰醫療器材行","嘉義市","東區","民族路１８１號一樓","蔡明昌","男","05-2294202","N"
"開業","民權藥局","嘉義市","東區","民權路155號1樓、157號1樓","張智堯","男","05-2775322","Y"
"開業","龍德安藥局","嘉義市","東區","新開里垂楊路１０７號","洪海源","男","005-2289037","N"
"開業","仁泰藥局","嘉義市","東區","和平路９號","李麗華","女","0052289133","N"
"開業","普羅藥局","嘉義市","東區","民權路１１４號","許媛棠","女","0052750583","Y"
"開業","淳生藥局","嘉義市","東區","吳鳳北路100之1號","王棟樑","男","0052247679","Y"
"開業","瑞昌藥局","嘉義市","東區","吳鳳北路３６１號","陳甫旭","男","0052784632","N"
"開業","秉榮藥局","嘉義市","東區","東仁里中山路189-1號1樓","楊秉榮","男","2251838、0052224320","Y"
"開業","晟安藥局","嘉義市","東區","光彩街２２２號","林伯夷","男","0052274305","Y"
"開業","上安中西藥局","嘉義市","東區","府路里延平街２３８之１號","余敏成","男","0052231005","Y"
"開業","豐懋藥局","嘉義市","東區","南田路２４號","周松雄","男","005-2283308","N"
"開業","益壽藥局","嘉義市","東區","吳鳳南路５０號","王三吉","男","0052273112","N"
"開業","弘昇藥局","嘉義市","東區","興中街１０６號","董銘鐘","男","0052282267","N"
"開業","信輝藥局","嘉義市","東區","吳鳳南路３５３號","張國輝","男","0052252415","Y"
"開業","穎川保健藥局","嘉義市","東區","仁武里中山路二０四號","陳煌銘","男","0052223609","Y"
"開業","乙展藥局","嘉義市","東區","蘭井街七二號","黃文青","男","0052281079","Y"
"開業","郭藥局","嘉義市","東區","吳鳳南路２９號","郭筱玫","女","0052238387","N"
"開業","永富藥局","嘉義市","東區","北榮街91號","鄭雪芬","女","05-2279226、05-2294726","Y"
"開業","全民藥局","嘉義市","東區","林森東路289號","林雯雯","女","052777900","Y"
"開業","松柏藥局","嘉義市","東區","民權路８７號","陳松柏","男","0052780909","Y"
"開業","大惠藥局","嘉義市","東區","新生路309號","沈素琴","女","05-2766692","Y"
"開業","佑健藥局","嘉義市","東區","光華路2-2號","楊淑範","女","","Y"
"開業","北榮藥局","嘉義市","東區","北榮街二號","王美娟","女","2280650","Y"
"開業","聖心藥局","嘉義市","東區","大雅路二段５７７號","林岫加","女","2777189","Y"
"開業","聖安藥局","嘉義市","東區","民權路365號1樓","陳慈慎","女","05-2222941","Y"
"開業","振安藥局","嘉義市","東區","林森東路300號1樓","林仙蜜","女","05-2756541","Y"
"開業","維康藥局","嘉義市","東區","大雅路二段567號1樓","江國需","男","05-2757663","Y"
"開業","松岡藥局","嘉義市","東區","吳鳳北路197號","許杏菊","女","05-2163519","Y"
"開業","德和藥局","嘉義市","東區","新生路703號","林孟穎","男","05-2789940","Y"
"開業","泰和藥局","嘉義市","東區","中央里成仁街220巷8號","蔡榮昌","男","","Y"
"開業","保健藥局","嘉義市","東區","義教里保建街161號","劉家如","女","05-2712959","Y"
