,機構名稱,權屬別,型態別,地址,修正地址,lon,lat
10413,屏東縣長治鄉衛生所,衛生所,衛生所,屏東縣長治鄉進興村潭頭路3號,False,120.52662769999999,22.676562099999998
10414,屏東縣九如鄉衛生所,衛生所,衛生所,屏東縣九如鄉九如路二段247號,False,120.48918419999998,22.7361169
10415,屏東縣里港鄉衛生所,衛生所,衛生所,屏東縣里港鄉大平村中山路103－1號,False,120.49417120000001,22.779255300000003
10416,屏東縣鹽埔鄉衛生所,衛生所,衛生所,屏東縣鹽埔鄉勝利路一八七號,True,120.5782066,22.7601746
10417,屏東縣內埔鄉衛生所,衛生所,衛生所,屏東縣內埔鄉內埔村中興路191號,False,120.56917669999999,22.612649800000003
10418,屏東縣新埤鄉衛生所,衛生所,衛生所,屏東縣新埤鄉新埤村中正路38號,False,120.55003409999999,22.470225700000004
10419,屏東縣枋寮鄉衛生所,衛生所,衛生所,屏東縣枋寮鄉枋寮村德興路77號,False,120.59295249999998,22.365620999999997
10420,屏東縣新園鄉衛生所,衛生所,衛生所,屏東縣新園鄉仙吉村仙吉路89－2號,False,120.46084499999999,22.543585
10421,屏東縣林邊鄉衛生所,衛生所,衛生所,屏東縣林邊鄉光林村和平路45號,False,120.51003910000001,22.4329395
10422,屏東縣南州鄉衛生所,衛生所,衛生所,屏東縣南州鄉溪南村人和路239號,False,120.50303480000001,22.486097599999997
10423,屏東縣佳冬鄉衛生所,衛生所,衛生所,屏東縣佳冬鄉六根村佳和路87－1號,False,120.5494406,22.4146699
10424,屏東縣車城鄉衛生所,衛生所,衛生所,屏東縣車城鄉福安村福安路2-30號,False,120.70857290000001,22.0690583
10425,屏東縣滿州鄉衛生所,衛生所,衛生所,屏東縣滿州鄉滿州村中山路31號,False,120.83809529999998,22.018981099999998
10426,屏東縣枋山鄉衛生所,衛生所,衛生所,屏東縣枋山鄉枋山村枋山路98號,False,120.6527162,22.2647803
10427,屏東縣霧台鄉衛生所,衛生所,衛生所,屏東縣霧台鄉霧台村神山巷68號,False,120.72605995000002,22.749821999999998
10428,屏東縣瑪家鄉衛生所,衛生所,衛生所,屏東縣瑪家鄉北葉村風景巷86號,False,120.6498854,22.7088191
10429,屏東縣泰武鄉衛生所,衛生所,衛生所,屏東縣泰武鄉佳平村179號,False,120.6325912,22.5919685
10430,屏東縣春日鄉衛生所,衛生所,衛生所,屏東縣春日鄉春日路176號,False,120.62525919999997,22.370179199999995
10431,屏東縣獅子鄉衛生所,衛生所,衛生所,屏東縣獅子鄉楓林村2巷31號,False,120.7115628,22.19370825
10432,屏東縣牡丹鄉衛生所,衛生所,衛生所,屏東縣牡丹鄉石門村（路）19號,False,120.77422329999999,22.125576
10433,澎湖縣馬公市第二衛生所,衛生所,衛生所,澎湖縣馬公市鎖港里240號,False,119.60287489999999,23.530492899999995
10434,澎湖縣湖西鄉衛生所,衛生所,衛生所,澎湖縣湖西鄉湖西村151－1號,False,119.66134,23.583895000000002
10435,澎湖縣白沙鄉衛生所,衛生所,衛生所,澎湖縣白沙鄉赤崁村21鄰359號,False,119.59943024999997,23.665816699999997
10436,澎湖縣望安鄉衛生所,衛生所,衛生所,澎湖縣望安鄉西安村36之7號,False,119.4974696,23.3618947
10437,澎湖縣七美鄉衛生所,衛生所,衛生所,澎湖縣七美鄉中和村埔內54號,False,119.43083979999999,23.2041942
10438,花蓮縣花蓮市衛生所,衛生所,衛生所,花蓮縣花蓮市新興路200號,False,121.6171649,23.991146699999998
10439,花蓮縣玉里鎮衛生所,衛生所,衛生所,花蓮縣玉里鎮中正路152號,False,121.3147896,23.336360499999994
10440,花蓮縣新城鄉衛生所,衛生所,衛生所,花蓮縣新城鄉北埔村北埔路160號,False,121.6051901,24.030804999999997
10441,花蓮縣吉安鄉衛生所,衛生所,衛生所,花蓮縣吉安鄉吉安路二段132號,False,121.56367279999999,23.973948399999998
10442,花蓮縣光復鄉衛生所,衛生所,衛生所,花蓮縣光復鄉大馬村中學街158號,False,121.42595320000001,23.6719439
10443,花蓮縣豐濱鄉衛生所,衛生所,衛生所,花蓮縣豐濱鄉光豐路39號,False,121.52149990000001,23.6017626
10444,花蓮縣瑞穗鄉衛生所,衛生所,衛生所,花蓮縣瑞穗鄉民生街75號,False,121.37906199999999,23.499772
10445,花蓮縣富里鄉衛生所,衛生所,衛生所,花蓮縣富里鄉中山路203號,False,121.24890479999999,23.178533899999998
10446,花蓮縣萬榮鄉衛生所,衛生所,衛生所,花蓮縣萬榮鄉萬榮村1鄰16號,False,121.32829415,23.700233649999998
10447,花蓮縣卓溪鄉衛生所,衛生所,衛生所,花蓮縣卓溪鄉卓溪村中正65號,False,121.30423195,23.345927449999998
10448,臺東縣臺東市衛生所,衛生所,衛生所,臺東縣台東市大同路51號,False,121.15630709999999,22.750454899999998
10449,臺東縣關山鎮衛生所,衛生所,衛生所,臺東縣關山鎮中華路78號,False,121.16379149999999,23.0495753
10450,臺東縣卑南鄉衛生所,衛生所,衛生所,臺東縣卑南鄉太平村和平路132號,False,121.0884375,22.781913899999996
10451,臺東縣太麻里鄉衛生所,衛生所,衛生所,臺東縣太麻里鄉泰和村2鄰民權路66號,False,null,null
10452,臺東縣東河鄉衛生所,衛生所,衛生所,臺東縣東河鄉東河村10鄰300號,False,121.30301299999999,22.9685934
10453,臺東縣長濱鄉衛生所,衛生所,衛生所,臺東縣長濱鄉7鄰中興路46號,False,121.1457196,22.7618547
10454,臺東縣池上鄉衛生所,衛生所,衛生所,臺東縣池上鄉中山路104號,False,121.2147652,23.121747999999997
10455,臺東縣綠島鄉衛生所,衛生所,衛生所,臺東縣綠島鄉中寮村1鄰中寮1-1號,False,121.4720222,22.667874399999995
10456,臺東縣延平鄉衛生所,衛生所,衛生所,臺東縣延平鄉桃源1鄰11號,False,121.08596574999999,22.9045145
10457,臺東縣海端鄉衛生所,衛生所,衛生所,臺東縣海端鄉海端村山界29號,False,121.17667399999999,23.101184
10458,臺東縣金峰鄉衛生所,衛生所,衛生所,臺東縣金峰鄉賓茂村1鄰14號,False,120.96070899999998,22.532398000000004
10459,臺東縣蘭嶼鄉衛生所,衛生所,衛生所,臺東縣蘭嶼鄉紅頭村36-1號,False,121.54528095000002,22.026822450000004
10460,金門縣金城鎮衛生所,衛生所,衛生所,金門縣金城鎮民權路一四七號,True,118.31779399999999,24.436318999999997
10461,金門縣金沙鎮衛生所,衛生所,衛生所,金門縣金沙鎮汶沙里后浦頭120號,False,118.4126495,24.4880724
10462,連江縣北竿鄉衛生所,衛生所,衛生所,連江縣北竿鄉塘岐村281-6號,False,119.99631059999999,26.2231137
10463,連江縣莒光鄉西莒衛生所,衛生所,衛生所,連江縣莒光鄉青帆村14-1號,False,119.933082,25.971574999999998
10464,連江縣莒光鄉東莒衛生所,衛生所,衛生所,連江縣莒光鄉大坪村30之1號,False,119.9743474,25.959211649999997
10465,連江縣東引鄉衛生所,衛生所,衛生所,連江縣東引鄉中柳村123號,False,120.4850667,26.3754161
10466,林內鄉衛生所,衛生所,衛生所,雲林縣林內鄉林中村新興路54號,False,120.6126521,23.760023399999998
10467,雲林縣二崙鄉衛生所,衛生所,衛生所,雲林縣二崙鄉崙西村中興路九、十一號,True,120.41287755,23.771481200000004
10468,崙背鄉衛生所,衛生所,衛生所,雲林縣崙背鄉南陽村南光路34號,False,120.3531171,23.7598023
10469,雲林縣麥寮鄉衛生所,衛生所,衛生所,雲林縣麥寮鄉光復路4號,False,120.25608,23.746925
10470,雲林縣東勢鄉衛生所,衛生所,衛生所,雲林縣東勢鄉東南村懷恩街40號,False,120.252783,23.677007
10471,雲林縣褒忠鄉衛生所,衛生所,衛生所,雲林縣褒忠鄉中勝村添財街21號,False,120.3041558,23.6935073
10472,雲林縣臺西鄉衛生所,衛生所,衛生所,雲林縣台西鄉台西村民生路36號,False,120.1996793,23.699147999999997
10473,雲林縣元長鄉衛生所,衛生所,衛生所,雲林縣元長鄉長南村元中路8號,False,120.3143379,23.6497504
10474,雲林縣四湖鄉衛生所,衛生所,衛生所,雲林縣四湖鄉施湖村中山西路118號,False,120.2215124,23.6377441
10475,雲林縣口湖鄉衛生所,衛生所,衛生所,雲林縣口湖鄉湖東村中正路1段114號,False,120.1901956,23.5777961
10476,雲林縣水林鄉衛生所,衛生所,衛生所,雲林縣水林鄉水北村水林路8號,False,120.24626959999999,23.572774499999998
10477,嘉義縣朴子市衛生所,衛生所,衛生所,嘉義縣朴子市安福里光復路四○號,False,120.24981169999998,23.462830299999997
10478,嘉義縣布袋鎮衛生所,衛生所,衛生所,嘉義縣布袋鎮新厝里二十一號,True,120.1699695,23.3814212
10479,嘉義縣大林鎮衛生所,衛生所,衛生所,嘉義縣大林鎮平林里中山路252號,False,120.45576829999999,23.606986
10480,嘉義縣溪口鄉衛生所,衛生所,衛生所,嘉義縣溪口鄉溪北村二鄰中山路1號,False,120.39480400000001,23.60638
10481,嘉義縣新港鄉衛生所,衛生所,衛生所,嘉義縣新港鄉宮前村中山路一六七號,True,120.3475653,23.5524037
10482,嘉義縣六腳鄉衛生所,衛生所,衛生所,嘉義縣六腳鄉蒜頭村15鄰蒜頭73-1號,False,120.2904927,23.493580100000003
10483,嘉義縣義竹鄉衛生所,衛生所,衛生所,嘉義縣義竹鄉仁里村義竹422號之1,False,120.243527,23.338434649999996
10484,嘉義縣鹿草鄉衛生所,衛生所,衛生所,嘉義縣鹿草鄉西井村12鄰長壽路226巷2號,False,120.308535,23.411051800000003
10485,嘉義縣太保市衛生所,衛生所,衛生所,嘉義縣太保市後潭里四四三號,True,120.33946800000001,23.452932
10486,嘉義縣中埔鄉衛生所,衛生所,衛生所,嘉義縣中埔鄉中埔村中埔130號之1,False,120.5227535,23.425576899999996
10487,嘉義縣竹崎鄉衛生所,衛生所,衛生所,嘉義縣竹崎鄉竹崎村復興路29號,False,120.5496005,23.5211903
10488,嘉義縣梅山鄉衛生所,衛生所,衛生所,嘉義縣梅山鄉華山路18號,False,120.55544859999999,23.5864217
10489,嘉義縣大埔鄉衛生所,衛生所,衛生所,嘉義縣大埔鄉大埔村53－1號,False,120.59326530000001,23.2953099
10490,嘉義縣阿里山鄉衛生所,衛生所,衛生所,嘉義縣阿里山鄉樂野村3鄰97-2號,False,120.7018659,23.4665164
10491,臺南市新營區衛生所,衛生所,衛生所,臺南市新營區大宏里三民路72號,False,120.31715299999999,23.307465999999998
10492,臺南市鹽水區衛生所,衛生所,衛生所,臺南市鹽水區中境里武廟路1號,False,120.2657389,23.3204338
10493,臺南市白河區衛生所,衛生所,衛生所,臺南市白河區永安里國光路5號,False,120.41579979999997,23.352063599999997
10494,臺南市麻豆區衛生所,衛生所,衛生所,臺南市麻豆區巷口里興國路11-1號,False,120.24850079999999,23.182689399999997
10495,臺南市新化區衛生所,衛生所,衛生所,臺南市新化區豐榮里健康路143號,False,120.3049063,23.0344698
10496,臺南市善化區衛生所,衛生所,衛生所,臺南市善化區光文里中山路200號,False,120.2999205,23.1327996
10497,臺南市學甲區衛生所,衛生所,衛生所,臺南市學甲區仁得里建國路38號,False,120.18190919999999,23.230291599999997
10498,臺南市柳營區衛生所,衛生所,衛生所,臺南市柳營區士林里54-5號,False,120.3107424,23.278669899999997
10499,臺南市東山區衛生所,衛生所,衛生所,臺南市東山區東山里236號1樓,False,120.42201184999999,23.3038236
10500,臺南市下營區衛生所,衛生所,衛生所,臺南市下營區營前里中山路二段137號,False,120.26237340000002,23.231544400000004
10501,臺南市六甲區衛生所,衛生所,衛生所,臺南市六甲區二甲里中華路110號,False,120.34695119999999,23.224782500000003
10502,臺南市大內區衛生所,衛生所,衛生所,臺南市大內區大內里2號,False,120.41051864999999,23.125714099999996
10503,臺南市西港區衛生所,衛生所,衛生所,臺南市西港區西港里中山路368號,False,120.2032302,23.1232681
10504,臺南市將軍區衛生所,衛生所,衛生所,臺南市將軍區忠興里185-6號1-3樓,False,120.15854949999998,23.201388199999997
10505,臺南市北門區衛生所,衛生所,衛生所,臺南市北門區北門里港北50號,False,120.12515769999997,23.270346999999997
10506,臺南市新市區衛生所,衛生所,衛生所,臺南市新市區新市里中興街12號,False,120.29508810000002,23.079034699999998
10507,臺南市安定區衛生所,衛生所,衛生所,臺南市安定區安定里59之1號,False,120.23711800000001,23.121593000000004
10508,臺南市山上區衛生所,衛生所,衛生所,臺南市山上區山上里35-2號,False,120.3581916,23.0985799
10509,臺南市玉井區衛生所,衛生所,衛生所,臺南市玉井區玉田里中正路5號,False,120.4594054,23.122357899999997
10510,臺南市南化區衛生所,衛生所,衛生所,臺南市南化區南化里226-1號,False,120.479308,23.044529000000004
10511,臺南市左鎮區衛生所,衛生所,衛生所,臺南市左鎮區中正里172之15號,False,120.40888599999998,23.056799999999996
10512,臺南市仁德區衛生所,衛生所,衛生所,臺南市仁德區仁德里中山路606巷2號,False,120.25149819999999,22.972764599999998
10513,臺南市關廟區衛生所,衛生所,衛生所,臺南市關廟區山西里中正路1000號,False,120.3272671,22.963132200000004
10514,臺南市龍崎區衛生所,衛生所,衛生所,臺南市龍崎區崎頂里新市子158號,False,120.359124,22.9669176
10515,臺南市永康區衛生所,衛生所,衛生所,臺南市永康區永康里文化路51號,False,120.26124999999998,23.016505
10516,高雄市鳳山區衛生所,衛生所,衛生所,高雄市鳳山區經武路34巷2號,False,120.36294269999998,22.627237899999994
10517,高雄市旗山區衛生所,衛生所,衛生所,高雄市旗山區湄洲里中正路197號,False,120.47996800000001,22.890057000000002
10518,高雄市林園區衛生所,衛生所,衛生所,高雄市林園區林園北路186號,False,120.3951615,22.507581599999995
10519,高雄市大寮區衛生所,衛生所,衛生所,高雄市大寮區進學路129巷2-1號,False,120.3935597,22.604441500000004
10520,高雄市大社區衛生所,衛生所,其他醫療機構,高雄市大社區自強街7號,False,120.3468386,22.731034299999997
10521,高雄市鳥松區衛生所,衛生所,衛生所,高雄市鳥松區烏松村文前路文北巷1弄4號,False,120.36250079999999,22.6632564
10522,高雄市橋頭區衛生所,衛生所,衛生所,高雄市橋頭區橋頭里隆豐路5號,False,120.30546240000001,22.7572914
10523,高雄市田寮區衛生所,衛生所,衛生所,高雄市田寮區南安里崗北路32號,False,120.35948619999999,22.8728441
10524,高雄市阿蓮區衛生所,衛生所,衛生所,高雄市阿蓮區民生路94-1號,False,120.32747990000001,22.8829038
10525,高雄市路竹區衛生所,衛生所,衛生所,高雄市路竹區竹南里國昌路86巷22號,False,120.25896069999999,22.8552735
10526,高雄市茄萣區衛生所,衛生所,衛生所,高雄市茄萣區濱海路二段1號,False,120.18521259999999,22.8879821
10527,高雄市永安區衛生所,衛生所,衛生所,高雄市永安區永安路26號,False,120.22541050000001,22.818690800000002
10528,高雄市梓官區衛生所,衛生所,衛生所,高雄市梓官區公館路45號,False,120.26773430000001,22.764543099999997
10529,高雄市六龜區衛生所,衛生所,衛生所,高雄市六龜區民治路16號,False,120.63328800000001,22.998575
10530,苗栗縣後龍鎮衛生所,衛生所,衛生所,苗栗縣後龍鎮大庄里21鄰光華路375號1樓,False,120.7896837,24.611579199999994
10531,苗栗縣卓蘭鎮衛生所,衛生所,衛生所,苗栗縣卓蘭鎮老庄里中正路142號,False,120.83138759999999,24.312589899999995
10532,苗栗縣大湖鄉衛生所,衛生所,衛生所,苗栗縣大湖鄉中原路87號,False,120.86593189999999,24.4242387
10533,苗栗縣公館鄉衛生所,衛生所,衛生所,苗栗縣公館鄉大同路75號,False,120.8276634,24.4999423
10534,苗栗縣銅鑼鄉衛生所,衛生所,衛生所,苗栗縣銅鑼鄉銅鑼村新興路81號,False,120.7932144,24.4847951
10535,苗栗縣南庄鄉衛生所,衛生所,衛生所,苗栗縣南庄鄉大同路17號,False,120.99988730000001,24.5973611
10536,苗栗縣頭屋鄉衛生所,衛生所,衛生所,苗栗縣頭屋鄉頭屋村中山街54號,False,120.85011399999998,24.576046
10537,苗栗縣三義鄉衛生所,衛生所,衛生所,苗栗縣三義鄉復興路45號,False,120.77070160000001,24.413157100000003
10538,苗栗縣西湖鄉衛生所,衛生所,衛生所,苗栗縣西湖鄉龍洞村1鄰龍洞16號,False,null,null
10539,苗栗縣造橋鄉衛生所,衛生所,衛生所,苗栗縣造橋鄉造橋村14鄰8之2號,False,120.86441900000001,24.636347400000002
10540,苗栗縣獅潭鄉衛生所,衛生所,衛生所,苗栗縣獅潭鄉新店村130-6號,False,120.93446714999999,24.538524449999997
10541,苗栗縣泰安鄉衛生所,衛生所,衛生所,苗栗縣泰安鄉清安村2鄰72號,False,120.90844190000001,24.4472122
10542,臺中市豐原區衛生所,衛生所,衛生所,臺中市豐原區中興路136號,False,120.71407500000001,24.2482515
10543,臺中市大甲區衛生所,衛生所,衛生所,臺中市大甲區德興路81號,False,120.62444800000002,24.350422
10544,臺中市清水區衛生所,衛生所,衛生所,臺中市清水區鎮政路101號,False,120.55971699999998,24.268156200000004
10545,臺中市沙鹿區衛生所,衛生所,衛生所,臺中市沙鹿區文昌街20號,False,120.5620427,24.236496
10546,臺中市梧棲區衛生所,衛生所,衛生所,臺中市梧棲區雲集街70巷3號,False,120.531935,24.254832699999998
10547,臺中市神岡區衛生所,衛生所,衛生所,臺中市神岡區神岡路2號,False,120.66296039999999,24.2579569
10548,臺中市潭子區衛生所,衛生所,衛生所,臺中市潭子區中山路二段241巷5號,False,120.7042998,24.209675500000003
10549,臺中市大雅區衛生所,衛生所,衛生所,臺中市大雅區中清東路232號,False,120.64688600000001,24.2249639
10550,臺中市石岡區衛生所,衛生所,衛生所,臺中市石岡區石岡街6號,False,120.7776234,24.2760455
10551,臺中市外埔區衛生所,衛生所,衛生所,臺中市外埔區甲后路三段1062號,False,120.65231049999998,24.3330993
10552,臺中市烏日區衛生所,衛生所,衛生所,臺中市烏日區烏日里長樂街136號,False,120.6244165,24.105092199999998
10553,臺中市大肚區衛生所,衛生所,衛生所,臺中市大肚區榮華街1號,False,120.54470750000002,24.1550625
10554,臺中市龍井區衛生所,衛生所,衛生所,臺中市龍井區沙田路四段243號,False,120.5455844,24.191639
10555,臺中市霧峰區衛生所,衛生所,衛生所,臺中市霧峰區本堂里民生路1-9號,False,120.70081879999998,24.060748399999998
10556,臺中市大里區衛生所,衛生所,衛生所,臺中市大里區大衛路82號,False,120.6790812,24.097630199999998
10557,彰化縣彰化市南西北區衛生所,衛生所,衛生所,彰化縣彰化市華北里旭光路166號,False,120.5461465,24.0730469
10558,彰化縣彰化市東區衛生所,衛生所,衛生所,彰化縣彰化市香山里彰南路2段346巷31弄26號,False,120.58593599999999,24.08088
10559,彰化縣鹿港鎮衛生所,衛生所,衛生所,彰化縣鹿港鎮順興里復興路423號,False,120.43533550000001,24.058481300000004
10560,彰化縣北斗鎮衛生所,衛生所,衛生所,彰化縣北斗鎮地政路406巷17號,False,120.52501969999999,23.875013799999998
10561,彰化縣員林市衛生所,衛生所,衛生所,彰化縣員林市博愛路229號,False,120.57240559999998,23.9620557
10562,彰化縣溪湖鎮衛生所,衛生所,衛生所,彰化縣溪湖鎮青雅路36號,False,120.48327870000001,23.9657637
10563,彰化縣二林鎮衛生所,衛生所,衛生所,彰化縣二林鎮中正路1號1樓,False,120.39120005000001,23.895052599999996
10564,彰化縣線西鄉衛生所,衛生所,衛生所,彰化縣線西鄉寓埔村中央路2段25號1樓,False,120.4712309,24.130731900000004
10565,彰化縣伸港鄉衛生所,衛生所,衛生所,彰化縣伸港鄉大同村中興路2段197號,False,120.48559189999999,24.1595023
10566,彰化縣福興鄉衛生所,衛生所,衛生所,彰化縣福興鄉福興路五一巷二號,True,120.44603814999999,24.041376149999998
10567,彰化縣花壇鄉衛生所,衛生所,衛生所,彰化縣花壇鄉中正路11號,False,120.54864239999999,24.028154899999997
10568,彰化縣芬園鄉衛生所,衛生所,衛生所,彰化縣芬園鄉社口村公園一街十一號,True,120.63048359999999,24.0141582
10569,彰化縣埔鹽鄉衛生所,衛生所,衛生所,彰化縣埔鹽鄉員鹿路二段58號,False,120.46324489999999,24.000359099999997
10570,彰化縣埔心鄉衛生所,衛生所,衛生所,彰化縣埔心鄉員鹿路二段340號,False,120.5437726,23.9529811
10571,彰化縣永靖鄉衛生所,衛生所,衛生所,彰化縣永靖鄉西興路91號,False,120.54758559999999,23.924992
10572,彰化縣社頭鄉衛生所,衛生所,衛生所,彰化縣社頭鄉社頭村員集路2段409號,False,120.5859369,23.9021663
10573,彰化縣田尾鄉衛生所,衛生所,衛生所,彰化縣田尾鄉光復路二段608號,False,120.53287949999998,23.8900634
10574,彰化縣埤頭鄉衛生所,衛生所,衛生所,彰化縣埤頭鄉合興村健安街119號,False,120.45720829999999,23.894935399999998
10575,彰化縣大城鄉衛生所,衛生所,衛生所,彰化縣大城鄉大城村中平路126號,False,120.32071899999998,23.853249099999996
10576,彰化縣竹塘鄉衛生所,衛生所,衛生所,彰化縣竹塘鄉元竹村東陽路一段58之1號,False,120.423851,23.859054
10577,彰化縣溪州鄉衛生所,衛生所,衛生所,彰化縣溪州鄉尾厝村溪下路4段570號,False,120.49826619999999,23.8514506
10578,南投縣南投市衛生所,衛生所,衛生所,南投縣南投市三和一路13號,False,120.68874720000001,23.902634199999998
10579,南投縣草屯鎮衛生所,衛生所,衛生所,南投縣草屯鎮草溪路882巷7號,False,120.68014629999999,23.9733511
10580,南投縣竹山鎮衛生所,衛生所,衛生所,南投縣竹山鎮公所路126號,False,120.672477,23.759486
10581,南投縣集集鎮衛生所,衛生所,衛生所,南投縣集集鎮民生路106號,False,120.7866007,23.8289489
10582,南投縣名間鄉衛生所,衛生所,衛生所,南投縣名間鄉中正村彰南路42號,False,120.7027306,23.838480599999997
10583,南投縣中寮鄉衛生所,衛生所,衛生所,南投縣中寮鄉永平村永昌街102號,False,120.7655929,23.880843299999995
10584,南投縣魚池鄉衛生所,衛生所,衛生所,南投縣魚池鄉魚池街194號,False,120.9411904,23.895499099999995
10585,南投縣國姓鄉衛生所,衛生所,衛生所,南投縣國姓鄉民族街42號,False,120.85470070000001,24.037817
10586,南投縣信義鄉衛生所,衛生所,衛生所,南投縣信義鄉玉山路45號,False,120.85467100000001,23.696291000000002
10587,南投縣仁愛鄉衛生所,衛生所,衛生所,南投縣仁愛鄉大同村五福巷17號,False,121.1343817,24.0242696
10588,雲林縣斗六市衛生所,衛生所,衛生所,雲林縣斗六市鎮西里公園路75號,False,120.52712249999999,23.697759899999994
10589,雲林縣虎尾鎮衛生所,衛生所,衛生所,雲林縣虎尾鎮明正路11號,False,120.4336428,23.714593
10590,雲林縣西螺鎮衛生所,衛生所,衛生所,雲林縣西螺鎮福興里修文路110號,False,120.4595709,23.802202899999997
10591,雲林縣土庫鎮衛生所,衛生所,衛生所,雲林縣土庫鎮忠正里中山路254號,False,120.3926817,23.678440199999997
10592,北港鎮衛生所,衛生所,衛生所,雲林縣北港鎮北辰路3號,False,120.3027444,23.5764228
10593,雲林縣大埤鄉衛生所,衛生所,衛生所,雲林縣大埤鄉北和村中山路4號,False,120.431973,23.6454912
10594,雲林縣莿桐鄉衛生所,衛生所,衛生所,雲林縣莿桐鄉莿桐村和平路53－2號,False,120.5023149,23.7611309
10595,臺南市東區衛生所,衛生所,衛生所,臺南市東區龍山里林森路一段418號,False,120.22219510000001,22.984964299999998
10596,陽光精神科醫院,私立西醫醫院,精神科醫院,臺中市清水區大楊南街98號,False,120.60931,24.281091999999997
10597,清濱醫院,私立西醫醫院,精神科醫院,臺中市清水區港埠路四段195號,False,120.54872689999999,24.2832015
10598,明德醫院,私立西醫醫院,醫院,臺中市梧棲區仁美街33巷50號,False,120.53577299999999,24.253839
10599,清泉醫院,私立西醫醫院,綜合醫院,臺中市大雅區三和里雅潭路四段80號,False,120.6663188,24.2169347
10600,清海醫院,私立西醫醫院,精神科醫院,臺中市石岡區金星里石岡街下坑巷四十一之二號,True,120.77418999999999,24.251124999999995
10601,烏日澄清醫院,私立西醫醫院,醫院,臺中市烏日區光明路四一九號,True,120.65020330000002,24.111268199999998
10602,本堂澄清醫院,私立西醫醫院,醫院,臺中市霧峰區中正路718號,False,120.6963134,24.053600899999996
10603,賢德醫院,私立西醫醫院,綜合醫院,臺中市太平區宜昌路420號,False,120.7143073,24.1452507
10604,信生醫院,私立西醫醫院,醫院,彰化縣彰化市三民路312號,False,120.5450489,24.0858048
10605,馨蕙馨醫院,私立西醫醫院,醫院,高雄市左營區明誠二路五四一號,True,120.3036101,22.660705999999998
10606,柏仁醫院,私立西醫醫院,專科醫院,高雄市左營區博愛二路350號地下1樓至地上1-5樓、340號1樓、326號1樓,False,120.30361149999999,22.664263599999995
10607,顏威裕醫院,私立西醫醫院,醫院,高雄市楠梓區後昌路826號1-7樓,False,120.29568510000001,22.7111533
10608,長春醫院,私立西醫醫院,醫院,高雄市楠梓區右昌街331號1-5樓,False,120.28915489999999,22.714333999999997
10609,祐生醫院,私立西醫醫院,醫院,高雄市三民區建國三路60號,False,120.29612859999999,22.6379608
10610,文雄醫院,私立西醫醫院,醫院,高雄市三民區察哈爾二街132號地下1層地上1至4層,False,120.29950439999999,22.6480891
10611,謝外科醫院,私立西醫醫院,醫院,高雄市三民區河北一路330號,False,120.3031838,22.636806500000002
10612,四季台安醫院,私立西醫醫院,醫院,高雄市三民區聯興路157號(地下1樓至6樓)、高雄市三民區聯興路145巷1號1-3樓,False,120.31373509999997,22.659419099999997
10613,靜和醫院,私立西醫醫院,精神科醫院,高雄市新興區民族二路176_178_180_182號,False,120.314045,22.636166600000003
10614,原祿骨科醫院,私立西醫醫院,醫院,高雄市新興區中正三路52號,False,120.3091236,22.6311061
10615,健新醫院,私立西醫醫院,醫院,高雄市前金區七賢二路295號B1至7樓、297號1樓,False,120.29086939999999,22.6313368
10616,基隆市立慢性病防治所,縣市立診所,西醫醫務室,基隆市信義區信二路266號(1F),False,121.74928809999999,25.1298987
10617,南投縣慢性病防治所,縣市立診所,西醫醫務室,南投縣南投市三和一路15號,False,120.68847459999998,23.902518599999997
10618,嘉義縣立慢性病防治所,縣市立診所,西醫診所,嘉義縣太保市安仁里祥和新村祥和二路東段3號,False,120.29388384999999,23.457127049999997
10619,花蓮縣身心健康及成癮防治所,縣市立診所,西醫診所,花蓮縣花蓮市林森路391號1樓,False,121.60613569999998,23.9821673
10620,高雄市鼓山區衛生所,衛生所,衛生所,高雄市鼓山區登山街16號,False,120.27405519999999,22.623534399999997
10621,高雄市左營區衛生所,衛生所,衛生所,高雄市左營區進學路4號1-5樓,False,120.2958203,22.6909155
10622,高雄市楠梓區衛生所,衛生所,衛生所,高雄市楠梓區楠梓路202號1-4樓,False,120.32835899999999,22.732235999999997
10623,高雄市三民區第二衛生所,衛生所,衛生所,高雄市三民區三民街222號2樓,False,120.290617,22.635321499999996
10624,高雄市新興衛生所,衛生所,衛生所,高雄市新興區中正三路二十五號四樓,True,120.3099968,22.6305332
10625,高雄市前鎮區衛生所,衛生所,衛生所,高雄市前鎮區康定路149號,False,120.31866850000002,22.586174000000003
10626,高雄市旗津區衛生所,衛生所,衛生所,高雄市旗津區旗津三路2號1F,False,120.2845763,22.5902749
10627,高雄市小港區衛生所,衛生所,衛生所,高雄市小港區小港二街10號,False,120.33686279999999,22.5632226
10628,基隆市七堵區衛生所,衛生所,衛生所,基隆市七堵區光明路21號1樓之1、2樓,False,121.71653110000001,25.097627300000003
10629,基隆市暖暖區衛生所,衛生所,衛生所,基隆市暖暖區暖暖街281巷98號,False,121.7364886,25.0988359
10630,基隆市仁愛區衛生所,衛生所,衛生所,基隆市仁愛區光一路26號,False,121.736844,25.125261000000002
10631,基隆市中山區衛生所,衛生所,衛生所,基隆市中山區中山二路15號,False,121.74078399999998,25.137195999999996
10632,基隆市安樂區衛生所,衛生所,衛生所,基隆市安樂區安樂路二段164號1樓前棟,False,121.72332709999998,25.1210471
